scenario_id,regime,configuration,readiness_score,readiness_delta_from_full,alert_level,action_queue_size,critical_case,priority_case,top_action_category,full_top_action_category,top_action_changed
jatm-0008-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,32.8,2.9,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0008-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,45.1,15.2,Priority,6,False,True,Maintenance,Maintenance,False
jatm-0008-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,29.9,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0009-inventory-heavy,inventory_heavy,full_system,56.9,0.0,Priority,4,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0009-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,59.8,2.9,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0009-inventory-heavy,inventory_heavy,no_inventory_in_fusion,70.0,13.1,Watch,3,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0009-inventory-heavy,inventory_heavy,no_bottleneck_in_fusion,72.1,15.2,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0009-inventory-heavy,inventory_heavy,no_assistance_in_fusion,56.9,0.0,Priority,4,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0010-congestion-delay-heavy,congestion_delay_heavy,full_system,36.2,0.0,Critical,5,True,False,Inventory/Catering,Inventory/Catering,False
jatm-0010-congestion-delay-heavy,congestion_delay_heavy,no_maintenance_in_fusion,47.3,11.1,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0010-congestion-delay-heavy,congestion_delay_heavy,no_inventory_in_fusion,48.7,12.5,Priority,4,False,True,Gate/Turnaround,Inventory/Catering,True
jatm-0010-congestion-delay-heavy,congestion_delay_heavy,no_bottleneck_in_fusion,39.9,3.7,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0010-congestion-delay-heavy,congestion_delay_heavy,no_assistance_in_fusion,36.2,0.0,Critical,5,True,False,Inventory/Catering,Inventory/Catering,False
jatm-0011-assistance-readiness,assistance_readiness,full_system,77.7,0.0,Routine,3,False,False,OCC coordination,OCC coordination,False
jatm-0011-assistance-readiness,assistance_readiness,no_maintenance_in_fusion,78.3,0.6,Routine,3,False,False,OCC coordination,OCC coordination,False
jatm-0011-assistance-readiness,assistance_readiness,no_inventory_in_fusion,81.2,3.5,Routine,3,False,False,OCC coordination,OCC coordination,False
jatm-0011-assistance-readiness,assistance_readiness,no_bottleneck_in_fusion,85.3,7.6,Routine,2,False,False,Cleaning,OCC coordination,True
jatm-0011-assistance-readiness,assistance_readiness,no_assistance_in_fusion,77.7,0.0,Routine,3,False,False,OCC coordination,OCC coordination,False
jatm-0012-composite-multi-risk,composite_multi_risk,full_system,5.0,0.0,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0012-composite-multi-risk,composite_multi_risk,no_maintenance_in_fusion,31.1,26.1,Critical,5,True,False,Inventory/Catering,Maintenance,True
jatm-0012-composite-multi-risk,composite_multi_risk,no_inventory_in_fusion,6.6,1.6,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0012-composite-multi-risk,composite_multi_risk,no_bottleneck_in_fusion,8.6,3.6,Critical,8,True,False,Maintenance,Maintenance,False
jatm-0012-composite-multi-risk,composite_multi_risk,no_assistance_in_fusion,5.0,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0013-low-risk-routine,low_risk_routine,full_system,85.4,0.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0013-low-risk-routine,low_risk_routine,no_maintenance_in_fusion,85.6,0.2,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0013-low-risk-routine,low_risk_routine,no_inventory_in_fusion,86.6,1.2,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0013-low-risk-routine,low_risk_routine,no_bottleneck_in_fusion,88.1,2.7,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0013-low-risk-routine,low_risk_routine,no_assistance_in_fusion,85.4,0.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0014-maintenance-heavy,maintenance_heavy,full_system,26.4,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0014-maintenance-heavy,maintenance_heavy,no_maintenance_in_fusion,65.1,38.7,Watch,3,False,False,Gate/Turnaround,Maintenance,True
jatm-0014-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,30.0,3.6,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0014-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,41.6,15.2,Priority,6,False,True,Maintenance,Maintenance,False
jatm-0014-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,26.4,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0015-inventory-heavy,inventory_heavy,full_system,57.8,0.0,Priority,4,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0015-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,58.4,0.6,Priority,4,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0015-inventory-heavy,inventory_heavy,no_inventory_in_fusion,70.7,12.9,Watch,3,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0015-inventory-heavy,inventory_heavy,no_bottleneck_in_fusion,72.8,15.0,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0015-inventory-heavy,inventory_heavy,no_assistance_in_fusion,57.8,0.0,Priority,4,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0016-congestion-delay-heavy,congestion_delay_heavy,full_system,32.2,0.0,Critical,6,True,False,Inventory/Catering,Inventory/Catering,False
jatm-0016-congestion-delay-heavy,congestion_delay_heavy,no_maintenance_in_fusion,42.0,9.8,Priority,6,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0016-congestion-delay-heavy,congestion_delay_heavy,no_inventory_in_fusion,43.2,11.0,Priority,5,False,True,Gate/Turnaround,Inventory/Catering,True
jatm-0016-congestion-delay-heavy,congestion_delay_heavy,no_bottleneck_in_fusion,45.0,12.8,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0016-congestion-delay-heavy,congestion_delay_heavy,no_assistance_in_fusion,32.2,0.0,Critical,6,True,False,Inventory/Catering,Inventory/Catering,False
jatm-0017-assistance-readiness,assistance_readiness,full_system,58.7,0.0,Watch,5,False,False,Assistance,Assistance,False
jatm-0017-assistance-readiness,assistance_readiness,no_maintenance_in_fusion,60.9,2.2,Watch,5,False,False,Assistance,Assistance,False
jatm-0017-assistance-readiness,assistance_readiness,no_inventory_in_fusion,61.7,3.0,Watch,5,False,False,Assistance,Assistance,False
jatm-0017-assistance-readiness,assistance_readiness,no_bottleneck_in_fusion,67.4,8.7,Watch,4,False,False,Assistance,Assistance,False
jatm-0017-assistance-readiness,assistance_readiness,no_assistance_in_fusion,67.7,9.0,Watch,4,False,False,Gate/Turnaround,Assistance,True
jatm-0018-composite-multi-risk,composite_multi_risk,full_system,31.2,0.0,Critical,7,True,False,Inventory/Catering,Inventory/Catering,False
jatm-0018-composite-multi-risk,composite_multi_risk,no_maintenance_in_fusion,52.1,20.9,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0018-composite-multi-risk,composite_multi_risk,no_inventory_in_fusion,44.3,13.1,Priority,6,False,True,Maintenance,Inventory/Catering,True
jatm-0018-composite-multi-risk,composite_multi_risk,no_bottleneck_in_fusion,36.6,5.4,Critical,7,True,False,Inventory/Catering,Inventory/Catering,False
jatm-0018-composite-multi-risk,composite_multi_risk,no_assistance_in_fusion,31.2,0.0,Critical,7,True,False,Inventory/Catering,Inventory/Catering,False
jatm-0019-low-risk-routine,low_risk_routine,full_system,85.6,0.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0019-low-risk-routine,low_risk_routine,no_maintenance_in_fusion,86.5,0.9,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0019-low-risk-routine,low_risk_routine,no_inventory_in_fusion,86.9,1.3,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0019-low-risk-routine,low_risk_routine,no_bottleneck_in_fusion,88.8,3.2,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0019-low-risk-routine,low_risk_routine,no_assistance_in_fusion,85.6,0.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0020-maintenance-heavy,maintenance_heavy,full_system,30.4,0.0,Critical,4,True,False,Maintenance,Maintenance,False
jatm-0020-maintenance-heavy,maintenance_heavy,no_maintenance_in_fusion,69.1,38.7,Watch,2,False,False,OCC coordination,Maintenance,True
jatm-0020-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,34.3,3.9,Critical,4,True,False,Maintenance,Maintenance,False
jatm-0020-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,45.6,15.2,Priority,5,False,True,Maintenance,Maintenance,False
jatm-0020-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,30.4,0.0,Critical,4,True,False,Maintenance,Maintenance,False
jatm-0021-inventory-heavy,inventory_heavy,full_system,51.1,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0021-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,53.8,2.7,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0021-inventory-heavy,inventory_heavy,no_inventory_in_fusion,63.2,12.1,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0021-inventory-heavy,inventory_heavy,no_bottleneck_in_fusion,65.2,14.1,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0021-inventory-heavy,inventory_heavy,no_assistance_in_fusion,51.1,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0022-congestion-delay-heavy,congestion_delay_heavy,full_system,50.4,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0022-congestion-delay-heavy,congestion_delay_heavy,no_maintenance_in_fusion,60.2,9.8,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0022-congestion-delay-heavy,congestion_delay_heavy,no_inventory_in_fusion,57.4,7.0,Watch,4,False,False,Gate/Turnaround,Inventory/Catering,True
jatm-0022-congestion-delay-heavy,congestion_delay_heavy,no_bottleneck_in_fusion,55.5,5.1,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0022-congestion-delay-heavy,congestion_delay_heavy,no_assistance_in_fusion,50.4,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0023-assistance-readiness,assistance_readiness,full_system,71.6,0.0,Watch,3,False,False,OCC coordination,OCC coordination,False
jatm-0023-assistance-readiness,assistance_readiness,no_maintenance_in_fusion,74.1,2.5,Routine,3,False,False,OCC coordination,OCC coordination,False
jatm-0023-assistance-readiness,assistance_readiness,no_inventory_in_fusion,74.4,2.8,Routine,3,False,False,OCC coordination,OCC coordination,False
jatm-0023-assistance-readiness,assistance_readiness,no_bottleneck_in_fusion,81.5,9.9,Routine,2,False,False,Cleaning,OCC coordination,True
jatm-0023-assistance-readiness,assistance_readiness,no_assistance_in_fusion,71.6,0.0,Watch,3,False,False,OCC coordination,OCC coordination,False
jatm-0024-composite-multi-risk,composite_multi_risk,full_system,10.3,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0024-composite-multi-risk,composite_multi_risk,no_maintenance_in_fusion,46.9,36.6,Priority,4,False,True,Inventory/Catering,Maintenance,True
jatm-0024-composite-multi-risk,composite_multi_risk,no_inventory_in_fusion,22.4,12.1,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0024-composite-multi-risk,composite_multi_risk,no_bottleneck_in_fusion,24.5,14.2,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0024-composite-multi-risk,composite_multi_risk,no_assistance_in_fusion,10.3,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0025-low-risk-routine,low_risk_routine,full_system,83.4,0.0,Routine,2,False,False,Refueling,Refueling,False
jatm-0025-low-risk-routine,low_risk_routine,no_maintenance_in_fusion,84.1,0.7,Routine,2,False,False,Refueling,Refueling,False
jatm-0025-low-risk-routine,low_risk_routine,no_inventory_in_fusion,84.6,1.2,Routine,2,False,False,Refueling,Refueling,False
jatm-0025-low-risk-routine,low_risk_routine,no_bottleneck_in_fusion,87.2,3.8,Routine,2,False,False,Cleaning,Refueling,True
jatm-0025-low-risk-routine,low_risk_routine,no_assistance_in_fusion,83.4,0.0,Routine,2,False,False,Refueling,Refueling,False
jatm-0026-maintenance-heavy,maintenance_heavy,full_system,33.0,0.0,Critical,4,True,False,Maintenance,Maintenance,False
jatm-0026-maintenance-heavy,maintenance_heavy,no_maintenance_in_fusion,71.7,38.7,Watch,2,False,False,OCC coordination,Maintenance,True
jatm-0026-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,35.8,2.8,Critical,4,True,False,Maintenance,Maintenance,False
jatm-0026-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,48.2,15.2,Priority,5,False,True,Maintenance,Maintenance,False
jatm-0026-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,33.0,0.0,Critical,4,True,False,Maintenance,Maintenance,False
jatm-0027-inventory-heavy,inventory_heavy,full_system,55.2,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0027-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,57.6,2.4,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0027-inventory-heavy,inventory_heavy,no_inventory_in_fusion,68.0,12.8,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0027-inventory-heavy,inventory_heavy,no_bottleneck_in_fusion,70.1,14.9,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0027-inventory-heavy,inventory_heavy,no_assistance_in_fusion,55.2,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0028-congestion-delay-heavy,congestion_delay_heavy,full_system,45.0,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0028-congestion-delay-heavy,congestion_delay_heavy,no_maintenance_in_fusion,47.2,2.2,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0028-congestion-delay-heavy,congestion_delay_heavy,no_inventory_in_fusion,57.1,12.1,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0028-congestion-delay-heavy,congestion_delay_heavy,no_bottleneck_in_fusion,54.9,9.9,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0028-congestion-delay-heavy,congestion_delay_heavy,no_assistance_in_fusion,45.0,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0029-assistance-readiness,assistance_readiness,full_system,61.9,0.0,Watch,5,False,False,Assistance,Assistance,False
jatm-0029-assistance-readiness,assistance_readiness,no_maintenance_in_fusion,62.8,0.9,Watch,5,False,False,Assistance,Assistance,False
jatm-0029-assistance-readiness,assistance_readiness,no_inventory_in_fusion,63.4,1.5,Watch,5,False,False,Assistance,Assistance,False
jatm-0029-assistance-readiness,assistance_readiness,no_bottleneck_in_fusion,72.0,10.1,Watch,3,False,False,Assistance,Assistance,False
jatm-0029-assistance-readiness,assistance_readiness,no_assistance_in_fusion,70.9,9.0,Watch,4,False,False,OCC coordination,Assistance,True
jatm-0030-composite-multi-risk,composite_multi_risk,full_system,29.8,0.0,Critical,6,True,False,Inventory/Catering,Inventory/Catering,False
jatm-0030-composite-multi-risk,composite_multi_risk,no_maintenance_in_fusion,50.3,20.5,Priority,4,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0030-composite-multi-risk,composite_multi_risk,no_inventory_in_fusion,41.9,12.1,Priority,5,False,True,Maintenance,Inventory/Catering,True
jatm-0030-composite-multi-risk,composite_multi_risk,no_bottleneck_in_fusion,43.9,14.1,Priority,7,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0030-composite-multi-risk,composite_multi_risk,no_assistance_in_fusion,29.8,0.0,Critical,6,True,False,Inventory/Catering,Inventory/Catering,False
jatm-0031-low-risk-routine,low_risk_routine,full_system,84.4,0.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0031-low-risk-routine,low_risk_routine,no_maintenance_in_fusion,84.7,0.3,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0031-low-risk-routine,low_risk_routine,no_inventory_in_fusion,86.4,2.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0031-low-risk-routine,low_risk_routine,no_bottleneck_in_fusion,88.2,3.8,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0031-low-risk-routine,low_risk_routine,no_assistance_in_fusion,84.4,0.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0032-maintenance-heavy,maintenance_heavy,full_system,28.1,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0032-maintenance-heavy,maintenance_heavy,no_maintenance_in_fusion,66.5,38.4,Watch,3,False,False,Gate/Turnaround,Maintenance,True
jatm-0032-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,32.5,4.4,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0032-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,43.3,15.2,Priority,6,False,True,Maintenance,Maintenance,False
jatm-0032-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,28.1,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0033-inventory-heavy,inventory_heavy,full_system,50.7,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0033-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,52.7,2.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0033-inventory-heavy,inventory_heavy,no_inventory_in_fusion,62.7,12.0,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0033-inventory-heavy,inventory_heavy,no_bottleneck_in_fusion,63.8,13.1,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0033-inventory-heavy,inventory_heavy,no_assistance_in_fusion,50.7,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0034-congestion-delay-heavy,congestion_delay_heavy,full_system,29.1,0.0,Critical,5,True,False,Inventory/Catering,Inventory/Catering,False
jatm-0034-congestion-delay-heavy,congestion_delay_heavy,no_maintenance_in_fusion,39.4,10.3,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0034-congestion-delay-heavy,congestion_delay_heavy,no_inventory_in_fusion,39.8,10.7,Priority,4,False,True,Gate/Turnaround,Inventory/Catering,True
jatm-0034-congestion-delay-heavy,congestion_delay_heavy,no_bottleneck_in_fusion,41.8,12.7,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0034-congestion-delay-heavy,congestion_delay_heavy,no_assistance_in_fusion,29.1,0.0,Critical,5,True,False,Inventory/Catering,Inventory/Catering,False
jatm-0035-assistance-readiness,assistance_readiness,full_system,67.7,0.0,Watch,3,False,False,Assistance,Assistance,False
jatm-0035-assistance-readiness,assistance_readiness,no_maintenance_in_fusion,68.6,0.9,Watch,3,False,False,Assistance,Assistance,False
jatm-0035-assistance-readiness,assistance_readiness,no_inventory_in_fusion,71.8,4.1,Watch,3,False,False,Assistance,Assistance,False
jatm-0035-assistance-readiness,assistance_readiness,no_bottleneck_in_fusion,73.3,5.6,Watch,3,False,False,Assistance,Assistance,False
jatm-0035-assistance-readiness,assistance_readiness,no_assistance_in_fusion,76.7,9.0,Routine,2,False,False,Gate/Turnaround,Assistance,True
jatm-0036-composite-multi-risk,composite_multi_risk,full_system,5.0,0.0,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0036-composite-multi-risk,composite_multi_risk,no_maintenance_in_fusion,32.4,27.4,Critical,5,True,False,Inventory/Catering,Maintenance,True
jatm-0036-composite-multi-risk,composite_multi_risk,no_inventory_in_fusion,6.8,1.8,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0036-composite-multi-risk,composite_multi_risk,no_bottleneck_in_fusion,8.9,3.9,Critical,8,True,False,Maintenance,Maintenance,False
jatm-0036-composite-multi-risk,composite_multi_risk,no_assistance_in_fusion,5.0,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0037-low-risk-routine,low_risk_routine,full_system,84.4,0.0,Routine,2,False,False,Refueling,Refueling,False
jatm-0037-low-risk-routine,low_risk_routine,no_maintenance_in_fusion,85.0,0.6,Routine,2,False,False,Refueling,Refueling,False
jatm-0037-low-risk-routine,low_risk_routine,no_inventory_in_fusion,85.7,1.3,Routine,2,False,False,Refueling,Refueling,False
jatm-0037-low-risk-routine,low_risk_routine,no_bottleneck_in_fusion,87.2,2.8,Routine,2,False,False,Cleaning,Refueling,True
jatm-0037-low-risk-routine,low_risk_routine,no_assistance_in_fusion,84.4,0.0,Routine,2,False,False,Refueling,Refueling,False
jatm-0038-maintenance-heavy,maintenance_heavy,full_system,28.1,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0038-maintenance-heavy,maintenance_heavy,no_maintenance_in_fusion,67.0,38.9,Watch,3,False,False,Gate/Turnaround,Maintenance,True
jatm-0038-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,32.3,4.2,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0038-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,43.3,15.2,Priority,6,False,True,Maintenance,Maintenance,False
jatm-0038-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,28.1,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0039-inventory-heavy,inventory_heavy,full_system,57.9,0.0,Priority,4,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0039-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,60.2,2.3,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0039-inventory-heavy,inventory_heavy,no_inventory_in_fusion,71.0,13.1,Watch,3,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0039-inventory-heavy,inventory_heavy,no_bottleneck_in_fusion,73.1,15.2,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0039-inventory-heavy,inventory_heavy,no_assistance_in_fusion,57.9,0.0,Priority,4,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0040-congestion-delay-heavy,congestion_delay_heavy,full_system,48.1,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0040-congestion-delay-heavy,congestion_delay_heavy,no_maintenance_in_fusion,51.0,2.9,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
